srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label
59.166.0.1,46377,149.171.126.0,1893,tcp,FIN,0.020871,2974,33478,31,29,7,18,NA,1116573.25,12585885,48,52,255,255,1055849559,3201540698,62,644,0,0,26.400478,23.732716,1424227838,1424227838,0.437213,0.4053,7.35e-4,5.97e-4,1.38e-4,0,0,NA,NA,NA,5,6,6,3,1,1,4,,0
59.166.0.4,59471,149.171.126.2,19326,tcp,FIN,0.058193,3182,35916,31,29,7,20,NA,429055.0625,4846081.5,52,54,255,255,2046674612,2046997643,61,665,0,0,71.813495,70.472293,1421960414,1421960414,1.133627,1.1075,7.27e-4,5.92e-4,1.35e-4,0,0,0,0,0,5,3,2,1,1,1,1,,0
59.166.0.9,16127,149.171.126.0,80,tcp,FIN,1.118836,1580,10168,31,29,3,5,http,10360.76758,68671.36719,12,18,255,255,322615425,323676732,132,565,1,3924,9594.478337,7725.088362,1421928331,1421928332,101.676818,65.782532,6.61e-4,5.28e-4,1.33e-4,0,0,1,0,0,4,3,2,2,1,1,1,,0
59.166.0.6,36276,149.171.126.4,61469,tcp,FIN,0.371035,8928,424,31,29,4,1,ftp-data,178764.7969,7999.245117,14,8,255,255,3661872295,2865560837,638,53,0,0,3226.08389,129.476625,1424240018,1424240018,28.541153,52.91043,6.65e-4,5.35e-4,1.3e-4,0,0,NA,NA,NA,3,3,2,4,1,1,3,,0
59.166.0.0,38776,149.171.126.4,80,tcp,FIN,0.005,1028,824,31,29,2,2,http,1440000,1187200,8,10,255,255,3578733871,3579721643,129,82,1,83,41.850285,0.733907,1424231121,1424231121,0.663429,0.458889,0.001007,8.67e-4,1.4e-4,0,0,4,NA,NA,3,3,4,4,3,2,3,,0
59.166.0.9,30965,149.171.126.0,56705,tcp,FIN,0.010889,2438,19242,31,29,7,13,NA,1744145.375,13783451,38,40,255,255,2988733107,2995614028,64,481,0,0,0,16.452284,1424237316,1424237316,0.294028,0.266077,6.37e-4,5.09e-4,1.28e-4,0,0,NA,NA,NA,6,4,3,5,1,1,1,,0
59.166.0.9,62380,149.171.126.1,22575,tcp,FIN,0.139896,3926,56022,31,29,7,27,NA,221135.6875,3156573.25,66,68,255,255,413227386,527630506,59,824,0,0,0,107.701085,1421945429,1421945430,2.146939,2.07906,7.64e-4,5.95e-4,1.69e-4,0,0,0,0,0,20,9,3,25,3,3,3,,0
175.45.176.2,55801,149.171.126.11,179,tcp,FIN,0.689982,498,268,254,252,2,1,NA,5205.933105,2597.169189,10,6,255,255,2086574052,3793031688,50,45,0,0,3576.747071,182.185172,1424234389,1424234390,69.653,120.395398,0.224456,0.087998,0.136458,0,1,NA,NA,NA,7,7,1,1,1,1,7,,0
59.166.0.3,17347,149.171.126.4,80,tcp,FIN,1.345787,1684,10168,31,29,3,5,http,9297.162109,57090.75781,14,18,255,255,2903686608,2943157122,120,565,1,3924,10278.33956,8997.383666,1421956389,1421956391,103.493385,79.135824,6.07e-4,4.71e-4,1.36e-4,0,0,1,0,0,3,2,4,4,2,1,1,,0
59.166.0.6,2960,149.171.126.8,111,udp,CON,0.005713,568,312,31,29,0,0,NA,596534.25,327673.7188,4,4,0,0,0,0,142,78,0,0,2.205702,1.975421,1424226012,1424226012,1.567667,1.400333,0,0,0,0,0,NA,NA,NA,6,4,5,4,1,1,5,,0
59.166.0.1,60705,149.171.126.5,27709,tcp,FIN,0.267842,8928,320,31,29,4,1,ftp-data,247638.5313,7974.851074,14,6,255,255,2947963853,764190928,638,53,0,0,1818.569178,76.724367,1424231131,1424231131,20.60323,53.437602,0.00064899999999999995,5.28e-4,1.21e-4,0,0,NA,NA,NA,3,3,3,4,1,1,4,,0
59.166.0.3,1361,149.171.126.7,6881,tcp,FIN,0.021329,1540,1644,31,29,4,4,NA,541610,582493.3125,16,18,255,255,3601057771,3605728861,96,91,0,0,87.565076,2.435443,1424254787,1424254787,1.4002,1.226177,5.97e-4,4.81e-4,1.16e-4,0,0,NA,NA,NA,8,7,8,8,6,1,7,,0
59.166.0.2,64294,149.171.126.9,16325,tcp,FIN,0.047479,2854,30384,31,29,7,17,NA,470439.5625,5012911,46,48,255,255,596197688,602112187,62,633,0,0,70.149121,68.186891,1424233385,1424233385,1.0484,0.998723,6.7e-4,5.37e-4,1.33e-4,0,0,NA,NA,NA,11,3,2,8,1,1,2,,0
59.166.0.3,8244,149.171.126.2,111,udp,CON,0.004569,568,312,31,29,0,0,NA,745896.25,409717.6563,4,4,0,0,0,0,142,78,0,0,1.734299,1.418692,1421971038,1421971038,1.233333,1.011667,0,0,0,0,0,0,0,0,4,10,6,10,1,1,3,,0
59.166.0.1,52602,149.171.126.7,53,udp,CON,0.001031,146,178,31,29,0,0,dns,566440.3125,690591.625,2,2,0,0,0,0,73,89,0,0,0,0,1421960250,1421960250,0.006,0.008,0,0,0,0,0,0,0,0,5,5,4,4,3,1,1,,0
175.45.176.0,17594,149.171.126.10,25141,udp,INT,5e-6,144,0,254,0,0,0,NA,115200000,0,2,0,0,0,0,0,72,0,0,0,0,0,1424230415,1424230415,0.005,0,0,0,0,0,2,NA,NA,NA,3,3,1,1,1,1,3, Shellcode ,1
59.166.0.3,50251,149.171.126.5,54230,tcp,FIN,0.038005,4238,59594,31,29,7,30,NA,879884.1875,12375003,72,74,255,255,182021192,2331840901,59,805,0,0,30.197229,29.741731,1421937504,1421937505,0.530817,0.513178,6.9e-4,5.4e-4,1.5e-4,0,0,0,0,0,11,5,3,3,1,1,1,,0
59.166.0.6,42050,149.171.126.2,4334,tcp,FIN,0.0398,3182,38534,31,29,7,20,NA,627336.6875,7602211,52,54,255,255,3613397511,1474973399,61,714,0,0,48.017887,46.435899,1421945560,1421945560,0.774059,0.740925,6.65e-4,5.28e-4,1.37e-4,0,0,0,0,0,16,8,8,16,4,4,8,,0
59.166.0.9,25820,149.171.126.7,22649,tcp,FIN,0.034622,3302,40832,31,29,7,21,NA,748888,9266478,54,56,255,255,2424200910,2436201667,61,729,0,0,37.213995,36.700691,1424239058,1424239058,0.647302,0.5964,0.001953,0.001818,1.35e-4,0,0,NA,NA,NA,2,7,4,6,1,1,2,,0
59.166.0.3,64117,149.171.126.1,16063,tcp,FIN,0.030963,4238,61794,31,29,7,30,NA,1079998.75,15750153,72,74,255,255,2280636498,2292324042,59,835,0,0,22.992015,22.364871,1421960275,1421960275,0.43131,0.417466,6.26e-4,4.81e-4,1.45e-4,0,0,0,0,0,8,3,1,5,1,1,1,,0
59.166.0.5,11404,149.171.126.9,8031,tcp,FIN,0.011046,2334,16290,31,29,7,12,NA,1644034.125,11487960,36,38,255,255,4192903243,2043635643,65,429,0,0,21.783953,19.926176,1421935603,1421935603,0.306429,0.281216,7.61e-4,6.3e-4,1.31e-4,0,0,0,0,0,4,7,3,6,1,1,1,,0
175.45.176.0,1043,149.171.126.10,53,udp,INT,9e-6,114,0,254,0,0,0,dns,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,1424260884,1424260884,0.009,0,0,0,0,0,2,NA,NA,NA,11,11,11,11,11,6,11,Generic,1
59.166.0.2,45392,149.171.126.0,6881,tcp,FIN,0.3079,1540,1644,31,29,4,4,NA,37518.67188,40350.76172,16,18,255,255,261429229,2434672813,96,91,0,0,1167.898411,33.651574,1421963092,1421963093,20.503467,18.083941,6.02e-4,4.69e-4,1.33e-4,0,0,0,0,0,18,17,9,11,11,1,6,,0
59.166.0.8,65305,149.171.126.9,5190,tcp,FIN,0.004253,1064,2260,31,29,4,4,NA,1835880.5,3897484,12,12,255,255,3436365494,1291278100,89,188,0,0,17.807049,0.40003,1421938372,1421938372,0.355364,0.330545,7.7e-4,6.07e-4,1.63e-4,0,0,0,0,0,3,4,3,3,1,1,2,,0
59.166.0.5,58204,149.171.126.5,53,udp,CON,0.001224,146,178,31,29,0,0,dns,477124.1875,581699.3125,2,2,0,0,0,0,73,89,0,0,0,0,1424252012,1424252012,0.006,0.007,0,0,0,0,0,NA,NA,NA,1,1,3,1,1,1,1,,0
149.171.126.18,1043,175.45.176.1,53,udp,INT,7e-6,264,0,60,0,0,0,dns,150857136,0,2,0,0,0,0,0,132,0,0,0,0,0,1424238679,1424238679,0.007,0,0,0,0,0,0,NA,NA,NA,30,30,14,14,14,14,30,,0
175.45.176.3,47439,149.171.126.15,53,udp,INT,8e-6,114,0,254,0,0,0,dns,57000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424247963,1424247963,0.008,0,0,0,0,0,2,NA,NA,NA,35,35,18,18,17,17,35,Generic,1
175.45.176.3,8427,149.171.126.11,80,tcp,FIN,0.222437,924,268,254,252,2,1,http,29923.08008,8056.213867,10,6,255,255,3128304447,2624685393,92,45,1,0,1247.381561,73.932781,1421930013,1421930013,24.715222,39.042,0.067689,0.016087,0.051602,0,1,1,0,0,2,1,1,1,1,1,1,Exploits,1
59.166.0.6,6466,149.171.126.3,5190,tcp,FIN,0.005819,1958,2308,31,29,6,6,NA,2569513.75,3041072.5,22,24,255,255,4089384157,1940093891,89,96,0,0,15.680503,13.783014,1421928814,1421928814,0.260048,0.227652,7.09e-4,5.72e-4,1.37e-4,0,0,0,0,0,9,4,2,3,1,1,1,,0
59.166.0.1,18039,149.171.126.4,80,tcp,FIN,1.029766,1684,10168,31,29,3,5,http,12150.33398,74611.125,14,18,255,255,441466973,2592032568,120,565,1,3924,8767.770818,7677.049773,1421965838,1421965839,79.186,60.545765,6.07e-4,4.84e-4,1.23e-4,0,0,1,0,0,1,2,7,3,1,1,1,,0
59.166.0.8,2090,149.171.126.1,80,tcp,FIN,1.004607,1580,10168,31,29,3,5,http,11538.84082,76479.66406,12,18,255,255,2425455091,2430670131,132,565,2,0,9524.66468,7673.661831,1424237515,1424237516,91.297003,59.06012,7.24e-4,5.8e-4,1.44e-4,0,0,1,NA,NA,1,1,3,5,1,1,2,,0
59.166.0.6,54410,149.171.126.8,12378,tcp,FIN,0.219848,8928,320,31,29,4,1,ftp-data,301699.3438,9715.803711,14,6,255,255,1470653297,1481121083,638,53,0,0,1558.301282,66.786539,1424235456,1424235456,16.911384,43.854602,5.74e-4,4.55e-4,1.19e-4,0,0,NA,NA,NA,3,3,6,6,1,1,4,,0
59.166.0.5,17925,149.171.126.7,15911,tcp,FIN,0.119938,3182,36954,31,29,7,20,NA,208174.2188,2419250,52,54,255,255,25902996,2268214771,61,684,0,0,143.115088,139.714492,1421943825,1421943825,2.343216,2.251943,7.53e-4,5.82e-4,1.71e-4,0,0,0,0,0,4,15,8,5,1,1,1,,0
149.171.126.15,1043,175.45.176.3,53,udp,INT,6e-6,264,0,60,0,0,0,dns,176000000,0,2,0,0,0,0,0,132,0,0,0,0,0,1424246688,1424246688,0.006,0,0,0,0,0,0,NA,NA,NA,31,31,9,9,9,9,31,,0
59.166.0.8,42201,149.171.126.8,80,tcp,FIN,1.159796,1684,10168,31,29,3,5,http,10788.10449,66246.13281,14,18,255,255,2544013964,411723507,120,565,1,3924,8837.079319,7737.156131,1424252698,1424252700,89.188846,68.191176,6.81e-4,5.4e-4,1.41e-4,0,0,1,NA,NA,2,3,5,2,2,1,2,,0
59.166.0.3,11056,149.171.126.3,53,udp,CON,0.001109,146,178,31,29,0,0,dns,526600.5625,642019.875,2,2,0,0,0,0,73,89,0,0,0,0,1421948400,1421948400,0.011,0.001,0,0,0,0,0,0,0,0,2,3,10,2,1,1,2,,0
59.166.0.2,58493,149.171.126.8,53,udp,CON,0.001085,146,178,31,29,0,0,dns,538248.875,656221.1875,2,2,0,0,0,0,73,89,0,0,0,0,1421947711,1421947711,0.011,0.009,0,0,0,0,0,0,0,0,3,3,6,2,2,2,2,,0
59.166.0.7,36147,149.171.126.4,7422,udp,CON,0.002896,552,304,31,29,0,0,NA,1143646.375,629834.25,4,4,0,0,0,0,138,76,0,0,1.118644,0.855128,1421969069,1421969069,0.799,0.610667,0,0,0,0,0,0,0,0,5,11,4,4,1,1,3,,0
59.166.0.7,25274,149.171.126.4,80,tcp,FIN,0.003872,1044,824,31,29,2,2,http,1888429.75,1533057.875,8,10,255,255,4222901449,4219911144,131,82,1,83,32.574084,0.668785,1424261760,1424261760,0.503286,0.377333,5.83e-4,4.74e-4,1.09e-4,0,0,1,NA,NA,2,1,8,19,2,1,9,,0
59.166.0.1,19070,149.171.126.4,25,tcp,FIN,0.457781,37278,3380,31,29,18,8,smtp,638943.0625,57669.5,52,42,255,255,2687681607,539120863,717,80,0,0,778.326985,25.360076,1421936646,1421936647,8.968294,11.15322,6.2e-4,4.96e-4,1.24e-4,0,0,0,0,0,2,2,9,2,1,1,1,,0
59.166.0.6,25900,149.171.126.6,80,tcp,FIN,0.039785,1038,820,31,29,2,2,http,182782.4531,148397.625,8,10,255,255,1065672314,3225386614,130,82,1,81,336.671652,8.539783,1421962929,1421962929,5.633857,4.366333,6.08e-4,4.84e-4,1.24e-4,0,0,1,0,0,1,1,2,9,1,1,1,,0
149.171.126.10,47439,175.45.176.0,53,udp,INT,8e-6,264,0,60,0,0,0,dns,132000000,0,2,0,0,0,0,0,132,0,0,0,0,0,1424260234,1424260234,0.008,0,0,0,0,0,0,NA,NA,NA,19,19,19,19,19,19,19,,0
59.166.0.1,17694,149.171.126.6,15721,tcp,FIN,0.126517,3614,48098,31,29,7,24,NA,224728.7031,2992356.75,60,62,255,255,444251843,500543796,60,776,0,0,124.987224,121.253633,1424257037,1424257037,2.175276,2.065918,6.27e-4,4.93e-4,1.34e-4,0,0,NA,NA,NA,3,4,1,2,1,1,1,,0
175.45.176.2,49737,149.171.126.15,80,tcp,FIN,0.434263,1202,32958,62,252,2,12,NA,20301.0625,585470.125,12,28,255,255,469511718,1695845577,100,1177,1,6479,1965.637952,1326.344709,1424249893,1424249893,39.478455,11.62263,0.117415,0.073753,0.043662,0,1,4,NA,NA,3,2,2,2,2,2,2,Exploits,1
59.166.0.5,17841,149.171.126.9,36125,tcp,FIN,0.371406,4264,3080,31,29,7,7,NA,88571.53906,64145.4375,28,30,255,255,1518256150,3807613629,152,103,0,0,710.312427,17.425264,1424233291,1424233291,13.744629,12.783482,8.18e-4,6.81e-4,1.37e-4,0,0,NA,NA,NA,5,7,4,7,1,1,4,,0
59.166.0.3,42302,149.171.126.2,6881,tcp,FIN,0.058953,1540,1644,31,29,4,4,NA,195952.7188,210744.1563,16,18,255,255,3390379022,1251930806,96,91,0,0,260.267021,9.259968,1424252274,1424252274,3.908333,3.654875,5.94e-4,4.73e-4,1.21e-4,0,0,NA,NA,NA,5,6,7,5,3,1,5,,0
59.166.0.3,24205,149.171.126.0,58840,tcp,FIN,0.007456,4200,2456,31,29,7,7,NA,4256438,2489270.5,18,18,255,255,2429671656,2432771388,233,136,0,0,22.026764,0.526676,1424247193,1424247193,0.420118,0.406882,6.59e-4,5.36e-4,1.23e-4,0,0,NA,NA,NA,4,3,5,5,1,1,3,,0
59.166.0.0,8381,149.171.126.4,42263,tcp,FIN,0.009868,2334,16822,31,29,7,12,NA,1840291.875,13279287,36,38,255,255,3564345978,1422246503,65,443,0,0,16.214943,16.009309,1424253867,1424253867,0.280265,0.253216,6.19e-4,4.96e-4,1.23e-4,0,0,NA,NA,NA,2,3,2,2,1,1,2,,0
59.166.0.6,8606,149.171.126.1,111,udp,CON,0.004522,568,320,31,29,0,0,NA,753648.8125,424590.9063,4,4,0,0,0,0,142,80,0,0,1.658637,1.456641,1424225306,1424225306,1.176333,1.033,0,0,0,0,0,NA,NA,NA,7,4,2,3,1,1,2,,0
59.166.0.5,1425,149.171.126.6,53,udp,CON,0.001026,130,162,31,29,0,0,dns,506822.5938,631578.9375,2,2,0,0,0,0,65,81,0,0,0,0,1421941982,1421941982,0.001,0.009,0,0,0,0,0,0,0,0,5,6,7,4,3,3,3,,0
59.166.0.0,10479,149.171.126.0,54202,tcp,FIN,0.010641,424,7468,31,29,1,3,ftp-data,278921.1563,4991260,8,9,255,255,2343052236,2346110306,53,830,0,0,105.365446,61.011872,1421938915,1421938915,1.520143,1.25225,6.26e-4,4.68e-4,1.58e-4,0,0,0,0,0,2,3,6,8,1,1,4,,0
59.166.0.0,14537,149.171.126.0,143,tcp,FIN,0.796838,7818,15364,31,29,30,32,NA,77847.69531,153034.875,122,126,255,255,596226749,597235164,64,122,0,0,435.945516,432.101578,1424260752,1424260753,6.58243,6.370016,7.45e-4,5.82e-4,1.63e-4,0,0,NA,NA,NA,3,2,1,1,1,1,2,,0
59.166.0.4,11454,149.171.126.7,39768,tcp,FIN,0.813518,4464,3080,31,29,7,7,NA,42334.65234,29285.1543,28,30,255,255,815802196,3083996873,159,103,0,0,1688.417479,42.996383,1421961862,1421961863,30.118371,28.035654,6.12e-4,4.81e-4,1.31e-4,0,0,0,0,0,18,14,2,5,1,1,1,,0
59.166.0.9,54500,149.171.126.1,18898,tcp,FIN,0.032872,4342,66504,31,29,7,30,NA,1042589.5,15960332,74,72,255,255,140237616,140558512,59,924,0,0,23.61603,23.927491,1421931642,1421931642,0.446288,0.454423,7.33e-4,5.98e-4,1.35e-4,0,0,0,0,0,3,5,1,1,1,1,1,,0
59.166.0.7,40725,149.171.126.3,53,udp,CON,0.001038,146,178,31,29,0,0,dns,562620.4375,685934.5,2,2,0,0,0,0,73,89,0,0,0,0,1424247025,1424247025,0.009,0.002,0,0,0,0,0,NA,NA,NA,2,2,4,5,1,1,2,,0
59.166.0.5,15551,149.171.126.1,41769,tcp,FIN,0.01585,2854,31360,31,29,7,17,NA,1409211.375,15498801,46,48,255,255,1947545356,4097421316,62,653,0,0,20.171728,19.739912,1424227117,1424227117,0.353227,0.339778,6.76e-4,5.51e-4,1.25e-4,0,0,NA,NA,NA,7,7,1,2,1,1,3,,0
149.171.126.12,1043,175.45.176.0,53,udp,INT,3e-6,264,0,60,0,0,0,dns,352000000,0,2,0,0,0,0,0,132,0,0,0,0,0,1424223465,1424223465,0.003,0,0,0,0,0,0,NA,NA,NA,29,29,14,14,14,8,29,,0
59.166.0.0,65442,149.171.126.6,111,udp,CON,0.004626,568,320,31,29,0,0,NA,736705.625,415045.4063,4,4,0,0,0,0,142,80,0,0,1.66076,1.461354,1424228271,1424228271,1.180333,1.040333,0,0,0,0,0,NA,NA,NA,8,13,4,3,1,1,6,,0
59.166.0.1,63036,149.171.126.5,7647,tcp,FIN,0.025072,2974,30516,31,29,7,18,NA,929483.0625,9542437,48,50,255,255,324580479,2474412988,62,610,0,0,0,33.599022,1421949556,1421949556,0.52617,0.501102,6.42e-4,5.14e-4,1.28e-4,0,0,0,0,0,6,4,3,3,1,1,1,,0
59.166.0.8,38989,149.171.126.8,8758,tcp,FIN,0.069645,2750,27344,31,29,7,16,NA,308765.875,3072725.75,44,46,255,255,3341522870,1196748552,63,594,0,0,112.310136,86.927778,1424241758,1424241758,1.612395,1.364333,0.008419,0.008245,1.74e-4,0,0,NA,NA,NA,5,4,1,5,1,1,1,,0
59.166.0.8,48871,149.171.126.7,3897,tcp,FIN,0.021868,2854,29168,31,29,7,17,NA,1021401.125,10448509,46,48,255,255,200607576,2346298640,62,608,0,0,29.565032,28.66798,1424233804,1424233804,0.489909,0.452021,7.75e-4,6.14e-4,1.61e-4,0,0,NA,NA,NA,3,7,5,2,1,1,1,,0
59.166.0.7,39887,149.171.126.8,8083,tcp,FIN,0.013255,2438,19162,31,29,7,13,NA,1432817.75,11260958,38,38,255,255,3630244205,3657536207,64,504,0,0,21.541846,20.752515,1424220137,1424220137,0.367657,0.345054,8.56e-4,4.85e-4,3.71e-4,0,0,NA,NA,NA,7,4,2,2,1,1,1,,0
149.171.126.18,1043,175.45.176.3,53,udp,INT,1e-6,264,0,60,0,0,0,dns,1056000000,0,2,0,0,0,0,0,132,0,0,0,0,0,1424231984,1424231984,0.001,0,0,0,0,0,0,NA,NA,NA,37,37,7,7,7,7,37,,0
59.166.0.2,25506,149.171.126.3,111,udp,CON,0.004708,568,312,31,29,0,0,NA,723874.25,397621.0625,4,4,0,0,0,0,142,78,0,0,1.67891,1.520751,1421970783,1421970783,1.194667,1.084333,0,0,0,0,0,0,0,0,8,13,3,6,1,1,3,,0
59.166.0.7,1077,149.171.126.5,53,udp,CON,0.001069,146,178,31,29,0,0,dns,546304.9375,666043.0625,2,2,0,0,0,0,73,89,0,0,0,0,1424224822,1424224822,0.01,0.008,0,0,0,0,0,NA,NA,NA,2,2,2,2,1,1,2,,0
59.166.0.7,63236,149.171.126.7,17847,tcp,FIN,0.01493,2542,20006,31,29,7,13,NA,1328332.25,10451976,40,40,255,255,867679891,3013372492,64,500,0,0,23.829707,0.644859,1421957896,1421957896,0.374077,0.368641,6.81e-4,5.51e-4,1.3e-4,0,0,0,0,0,5,7,1,5,1,1,1,,0
59.166.0.8,13979,149.171.126.4,28875,tcp,FIN,0.137721,8928,320,31,29,4,1,ftp-data,481611.375,15509.61719,14,6,255,255,2223321360,2625299298,638,53,0,0,1182.708081,54.297262,1424252917,1424252917,10.593923,27.4176,6e-4,4.77e-4,1.23e-4,0,0,NA,NA,NA,4,3,2,4,1,1,3,,0
59.166.0.7,31508,149.171.126.8,29621,tcp,FIN,0.019895,2854,30470,31,29,7,17,NA,1122694.125,11997386,46,48,255,255,3532354758,3556671485,62,635,0,0,0,25.232484,1421969232,1421969232,0.434933,0.411809,8.6e-4,5.37e-4,3.23e-4,0,0,0,0,0,8,4,1,3,1,1,1,,0
59.166.0.5,42918,149.171.126.5,80,tcp,FIN,1.134539,1684,10168,31,29,3,5,http,11028.26758,67720.89844,14,18,255,255,4035941709,1891585696,120,565,1,3924,8834.914567,7737.545043,1421966735,1421966736,87.244923,66.706529,6.55e-4,5.24e-4,1.31e-4,0,0,1,0,0,2,4,2,1,1,1,1,,0
59.166.0.0,40387,149.171.126.5,143,tcp,FIN,0.877775,7800,15090,31,29,30,32,NA,70514.65625,136444.9844,122,126,255,255,3051498360,904150905,64,120,0,0,452.756919,450.358046,1424223693,1424223694,7.2514710000000004,7.074516,6.55e-4,5.32e-4,1.23e-4,0,0,NA,NA,NA,5,2,1,1,1,1,1,,0
149.171.126.10,47439,175.45.176.0,53,udp,INT,9e-6,264,0,60,0,0,0,dns,117333328,0,2,0,0,0,0,0,132,0,0,0,0,0,1424260116,1424260116,0.009,0,0,0,0,0,0,NA,NA,NA,29,29,19,19,19,19,29,,0
175.45.176.1,1043,149.171.126.18,53,udp,INT,7e-6,114,0,254,0,0,0,dns,65142856,0,2,0,0,0,0,0,57,0,0,0,0,0,1424238499,1424238499,0.007,0,0,0,0,0,2,NA,NA,NA,44,44,44,45,44,24,44,Generic,1
59.166.0.8,45988,149.171.126.9,48839,tcp,FIN,0.042776,2438,19266,31,29,7,13,NA,443987.2813,3513185,38,40,255,255,2391087414,2435851095,64,482,0,0,71.036999,68.017862,1424220142,1424220142,1.2134,1.083103,6.68e-4,5.3e-4,1.38e-4,0,0,NA,NA,NA,14,7,4,6,1,1,1,,0
175.45.176.1,1043,149.171.126.18,53,udp,INT,9e-6,114,0,254,0,0,0,dns,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,1424237749,1424237749,0.009,0,0,0,0,0,2,NA,NA,NA,35,35,20,20,20,10,35,Generic,1
149.171.126.18,47439,175.45.176.3,53,udp,INT,8e-6,264,0,60,0,0,0,dns,132000000,0,2,0,0,0,0,0,132,0,0,0,0,0,1424230292,1424230292,0.008,0,0,0,0,0,0,NA,NA,NA,39,39,25,25,25,25,39,,0
59.166.0.0,29938,149.171.126.0,63238,tcp,FIN,0.37539,320,1884,31,29,1,2,ftp-data,5690.08252,35142.12109,6,8,255,255,894037953,3230765615,53,236,0,0,5295.605875,130.892555,1424260821,1424260821,75.015,53.562285,5.7e-4,4.51e-4,1.19e-4,0,0,NA,NA,NA,3,3,4,3,1,1,4,,0
59.166.0.8,30818,149.171.126.1,6881,tcp,FIN,1.540613,12518,548216,31,29,21,197,NA,64706.70703,2840246,216,438,255,255,2321543911,2325541838,58,1252,0,0,1298.904438,902.161199,1424220242,1424220243,7.197649,3.52438,5.68e-4,4.55e-4,1.13e-4,0,0,NA,NA,NA,5,6,4,2,1,1,3,,0
59.166.0.1,27696,149.171.126.3,5190,tcp,FIN,0.005456,1958,2308,31,29,6,6,NA,2740469.25,3243401.75,22,24,255,255,1455382273,1455693452,89,96,0,0,14.896132,12.59679,1424234851,1424234851,0.243714,0.20887,7.92e-4,6.43e-4,1.49e-4,0,0,NA,NA,NA,4,8,5,4,2,1,1,,0
175.45.176.3,1043,149.171.126.18,53,udp,INT,3e-6,114,0,254,0,0,0,dns,152000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424233428,1424233428,0.003,0,0,0,0,0,2,NA,NA,NA,27,27,25,25,25,25,27,Generic,1
59.166.0.6,37968,149.171.126.3,6465,tcp,FIN,0.01995,2646,24694,31,29,7,15,NA,1035789.438,9677393,42,44,255,255,2666634072,517371597,63,561,0,0,32.347769,31.124384,1421946814,1421946815,0.478634,0.450721,6.88e-4,5.68e-4,1.2e-4,0,0,0,0,0,6,1,2,2,1,1,1,,0
59.166.0.5,56613,149.171.126.6,53,udp,CON,0.001159,132,164,31,29,0,0,dns,455565.1563,566005.1875,2,2,0,0,0,0,66,82,0,0,0,0,1421967707,1421967707,0.009,0.001,0,0,0,0,0,0,0,0,3,4,2,3,1,1,2,,0
59.166.0.9,15632,149.171.126.5,22,tcp,FIN,0.196875,5928,8010,31,29,14,17,ssh,237023.4844,319878.0938,62,58,255,255,2691444847,542186111,96,138,0,0,252.29142,0,1421968114,1421968114,3.227459,3.440298,7.91e-4,6.34e-4,1.57e-4,0,0,0,0,0,2,1,2,2,1,1,2,,0
175.45.176.1,0,149.171.126.10,0,unas,INT,5e-6,200,0,254,0,0,0,NA,160000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1424237379,1424237379,0.005,0,0,0,0,0,2,NA,NA,NA,4,4,1,1,1,1,4,DoS,1
59.166.0.6,18345,149.171.126.7,37145,tcp,FIN,0.030568,4238,62840,31,29,7,30,NA,1093954.5,16223763,72,74,255,255,943372963,943673472,59,849,0,0,23.111915,21.778091,1424249185,1424249185,0.432129,0.410288,7.53e-4,6e-4,1.53e-4,0,0,NA,NA,NA,2,10,3,2,1,1,2,,0
59.166.0.7,25047,149.171.126.0,80,tcp,FIN,1.209861,1684,10168,31,29,3,5,http,10341.68359,63504.8125,14,18,255,255,1051188161,1145260953,120,565,1,3924,8901.984073,7794.667364,1421941701,1421941702,93.037613,71.140353,5.84e-4,4.71e-4,1.13e-4,0,0,2,0,0,2,6,4,4,2,2,2,,0
59.166.0.0,6404,149.171.126.1,5131,tcp,FIN,1.190546,424,8824,31,29,1,4,ftp-data,2492.973633,54354.89063,8,12,255,255,1194759115,126659862,53,735,0,0,11625.49968,9253.738968,1424251678,1424251679,170.032853,108.185815,6.46e-4,4.97e-4,1.49e-4,0,0,NA,NA,NA,1,1,5,9,1,1,3,,0
59.166.0.1,6764,149.171.126.1,111,udp,CON,0.004896,568,320,31,29,0,0,NA,696078.4375,392156.875,4,4,0,0,0,0,142,80,0,0,1.772719,1.569541,1421936481,1421936481,1.261,1.117333,0,0,0,0,0,0,0,0,13,9,5,8,2,1,4,,0
